year	currentIteration	infectedNodes
2001	1	{"11100___domain ontologies":[],"9321___markov chain monte carlo ":[],"2507___signal processing algorithms":[],"6966___linear systems":[],"6702___fading":[],"7562___bayesian methods":[],"5339___feedforward neural network":[],"6968___deconvolution":[],"7276___real life":[],"10460___projection learning":[],"9692___particle filters":[],"10464___generalization (psychology)":[],"11102___useful tools":[],"2511___state-space methods":[],"6701___laboratories":[],"2514___state estimation":[],"10457___multilayer feedforward neural networks":[],"9322___importance sampling ":[],"10697___s function":[],"5340___artificial neural network":[],"2508___filtering algorithms":[],"2510___signal processing":[],"2522___monte carlo methods":[],"10698___passage method":[],"11054___smoothing methods":[],"11099___widely acknowledged":[],"2512___mathematics":[],"5962___transportable machine understanding":[],"10458___increment":[],"5961___formal ontologies":[],"10462___generalization capability":[],"10466___reproducing kernel hilbert space":[],"5342___algorithm":[],"6689___filtering":[],"6965___computer simulation":[],"6692___stochastic processes":[],"7274___cluster analysis":[]}
2002	1	{"9770___blind source separation":["9769___independent component analysis","9776___unsupervised learning"],"1450___monte carlo methods":[],"1452___signal processing":[],"10132___speech processing":[],"1449___bayesian methods":[]}
2002	2	{"9769___independent component analysis":["9774___overcomplete situation"],"9776___unsupervised learning":[]}
2002	3	{"9774___overcomplete situation":[]}
2002	1	{"9770___blind source separation":[],"9769___independent component analysis":[],"1450___monte carlo methods":[],"1452___signal processing":[],"9774___overcomplete situation":[],"9772___important method":[],"10132___speech processing":[],"12152___patent trademark":[],"9776___unsupervised learning":[],"1449___bayesian methods":[]}
2002	1	{"9770___blind source separation":[],"10795___business models":[],"10796___consider thinking":[],"1450___monte carlo methods":[],"1452___signal processing":[],"6715___filtering algorithms":[],"7847___lyapunov function":[],"9774___overcomplete situation":[],"12152___patent trademark":[],"9776___unsupervised learning":[],"1449___bayesian methods":[],"7848___global exponential stability":[],"9769___independent component analysis":[],"12149___intellectual property":[],"9772___important method":[],"10132___speech processing":[],"12154___organization company":[],"6716___state estimation":[],"12150___program product":[]}
2002	1	{"9770___blind source separation":[],"10795___business models":[],"10796___consider thinking":[],"1450___monte carlo methods":[],"1452___signal processing":[],"6715___filtering algorithms":[],"7847___lyapunov function":[],"9774___overcomplete situation":[],"12152___patent trademark":[],"9776___unsupervised learning":[],"1449___bayesian methods":[],"7848___global exponential stability":[],"9769___independent component analysis":[],"12149___intellectual property":[],"9772___important method":[],"10132___speech processing":[],"12154___organization company":[],"6716___state estimation":[],"12150___program product":[]}
2003	1	{"5086___visual representation":[],"5077___paper presents":[],"5088___automatic page adaptation":[],"5078___web applications":["5080___existing techniques"],"5084___tree independent approach":[]}
2003	2	{"5080___existing techniques":["5082___visual perception"]}
2003	3	{"5082___visual perception":[]}
2003	1	{"5086___visual representation":[],"5077___paper presents":[],"2359___preliminary results provide":["2362___dolce foundational ontology"],"5082___visual perception":[],"5080___existing techniques":[],"2366___ontowordnet project":["2370___consistent modularized"],"5088___automatic page adaptation":[],"5078___web applications":[],"2364___formal specification":[],"5084___tree independent approach":[]}
2003	2	{"2362___dolce foundational ontology":["2372___research program aiming"],"2370___consistent modularized":["2368___progress report"]}
2003	3	{"2368___progress report":[],"2372___research program aiming":[]}
2003	1	{"5086___visual representation":[],"5077___paper presents":[],"2359___preliminary results provide":[],"5082___visual perception":[],"5088___automatic page adaptation":[],"2362___dolce foundational ontology":[],"2370___consistent modularized":[],"5078___web applications":[],"3315___feature vector":[],"2364___formal specification":[],"3320___real life":[],"1112___global exponential stability":["6024___periodic solution","6028___sufficient conditions","6026___neural networks","1111___87.18.sn","9678___young inequality"],"2368___progress report":[],"5080___existing techniques":[],"2366___ontowordnet project":[],"2372___research program aiming":[],"3324___really simple discovery":[],"5084___tree independent approach":[],"3318___algorithm":["6009___pattern recognition","9244___singular value decomposition"],"2360___research program aimed":[]}
2003	2	{"6024___periodic solution":[],"6028___sufficient conditions":[],"6026___neural networks":[],"1111___87.18.sn":[],"9678___young inequality":["1432___lyapunov functional"],"6009___pattern recognition":["6012___scalability"],"9244___singular value decomposition":["9241___dimensionality reduction"]}
2003	3	{"1432___lyapunov functional":["1430___recurrent neural networks"],"9241___dimensionality reduction":[],"6012___scalability":[]}
2003	4	{"1430___recurrent neural networks":["1429___global asymptotic stability"]}
2003	5	{"1429___global asymptotic stability":[]}
2003	1	{"5077___paper presents":[],"7675___scheduling (computing)":[],"5088___automatic page adaptation":[],"1429___global asymptotic stability":[],"10784___robustness":[],"5078___web applications":[],"218___43.80.+p":[],"3315___feature vector":[],"3320___real life":[],"10781___deconvolution":[],"6024___periodic solution":[],"9720___cluster representation":[],"618___state-space methods":[],"5086___visual representation":[],"2359___preliminary results provide":[],"5320___signal processing":[],"6026___neural networks":[],"7678___grid computing":[],"1432___lyapunov functional":[],"6015___neural network":[],"8201___walk on spheres (wos)":[],"2364___formal specification":[],"9713___text categorization":[],"9714___computed using":[],"9584___noiseless context":[],"6028___sufficient conditions":[],"2366___ontowordnet project":[],"8202___87.15.vv":[],"220___87.10.+e":[],"3324___really simple discovery":[],"9678___young inequality":[],"5084___tree independent approach":[],"6009___pattern recognition":[],"5082___visual perception":[],"3316___first-order predicate":[],"3322___heuristic":[],"2362___dolce foundational ontology":[],"7680___computation":[],"5319___bayesian methods":[],"9716___support vector machine":[],"1430___recurrent neural networks":[],"5080___existing techniques":[],"8206___82.20.pm":[],"2372___research program aiming":[],"620___state estimation":[],"6016___content-addressable memory":[],"2370___consistent modularized":[],"9241___dimensionality reduction":[],"6012___scalability":[],"7795___random number generation":[],"7676___monte carlo method":[],"8204___84.37.+q":[],"1112___global exponential stability":[],"2368___progress report":[],"1111___87.18.sn":[],"9583___original bayesian approach":[],"217___85.40.ls":[],"9718___combines distributional clustering":[],"617___filtering":[],"3318___algorithm":[],"2360___research program aimed":[],"9244___singular value decomposition":[]}
2004	1	{"10738___user study":["10740___multiple segments"],"10744___web page":["10959___link analysis"],"10742___differentiating noisy":[],"10733___previous work shows":[],"10736___consistent view":[]}
2004	2	{"10740___multiple segments":[],"10959___link analysis":[]}
2004	1	{"9872___ontology learning algorithms":[],"10738___user study":[],"9870___critical task":["9884___ontology evaluation"],"10734___uniform approach":[],"10740___multiple segments":[],"10744___web page":["10959___link analysis"],"10742___differentiating noisy":[],"9876___detailed quantitative analysis":[],"10733___previous work shows":[],"10736___consistent view":[]}
2004	2	{"10959___link analysis":[],"9884___ontology evaluation":["9874___domain specialists"]}
2004	3	{"9874___domain specialists":[]}
2004	1	{"9874___domain specialists":[],"10738___user study":[],"7764___images available":[],"9880___paper provides":[],"9870___critical task":[],"10734___uniform approach":[],"9868___proposed evaluation strategy":[],"7762___increasing demand":["7757___digital images","7760___efficient method"],"10744___web page":["10959___link analysis"],"9878___knowledge engineers":[],"9876___detailed quantitative analysis":[],"9882___ontolearn ontology learning":[],"10733___previous work shows":[],"10736___consistent view":[],"9872___ontology learning algorithms":[],"10740___multiple segments":[],"9865___different learning circumstances":[],"10742___differentiating noisy":[],"9866___conceptualisation effort produced":[],"9884___ontology evaluation":[]}
2004	2	{"7757___digital images":[],"7760___efficient method":["7758___rapid growth"],"10959___link analysis":[]}
2004	3	{"7758___rapid growth":[]}
2004	1	{"5168___overfitting":[],"10738___user study":[],"7764___images available":[],"9378___complex information systems":[],"6029___subgroup a nepoviruses":[],"1252___mathematical optimization":[],"7771___link information":[],"9870___critical task":[],"4454___photometric stereo":[],"9375___digital libraries":[],"1250___particle swarm optimization":[],"7688___linear congruential generator":[],"12105___certain applications":[],"9876___detailed quantitative analysis":[],"10733___previous work shows":[],"10736___consistent view":[],"9760___real life":[],"9872___ontology learning algorithms":[],"7774___accurately extracted":[],"9380___interoperability suffers":[],"4460___interpolation":[],"8488___semantic normalization":[],"9865___different learning circumstances":[],"10742___differentiating noisy":[],"7772___block containing":[],"8490___semantic graph":[],"11116___apache ant (another neat tool)":[],"12106___large number":[],"8486___summarizing document":[],"4453___shading":[],"9880___paper provides":[],"11113___ant colony optimization algorithms":[],"9694___lyapunov functional":[],"7762___increasing demand":[],"8498___deep syntactic analysis":[],"12116___implementing systems":[],"8482___sentence pronoun resolution":[],"9878___knowledge engineers":[],"9882___ontolearn ontology learning":[],"2444___reinforcement learning":[],"1249___benchmark (computing)":[],"11120___class":[],"5334___database":[],"12110___desktop workstation":[],"10740___multiple segments":[],"2916___parallel computing":[],"9884___ontology evaluation":[],"9874___domain specialists":[],"9693___bi-directional associative memory (bam)":[],"8494___extract sentences":[],"9672___linear discriminant analysis":[],"11119___large":[],"1255___stochastic process":[],"10734___uniform approach":[],"5333___facial recognition system":[],"10744___web page":[],"4462___autostereogram":[],"6032___heuristic":[],"12112___recent advances":[],"7692___computation":[],"7760___efficient method":[],"6034___rule (guideline)":[],"11106___apriori algorithm":[],"9762___roc curve":[],"8496___original document":[],"8484___document summary":[],"12114___time vision":[],"7757___digital images":[],"8481___apply cross":[],"9868___proposed evaluation strategy":[],"11105___consortium":[],"2915___random number generation":[],"2918___monte carlo method":[],"9376___fundamental ions":[],"8269___biasing":[],"5326___experiment":[],"4458___view synthesis":[],"7690___pseudorandom number generator":[],"10959___link analysis":[],"4456___map":[],"8492___reference resolution":[],"7758___rapid growth":[],"9866___conceptualisation effort produced":[],"1256___algorithm":[],"5167___test set":[],"12108___real time":[]}
2005	1	{"7584___methods proposed":[],"7586___knowledge representation":[],"7588___widely used standards":[],"7578___aware version":["7580___world wide web"],"7573___ontology building":["7582___making available large"]}
2005	2	{"7580___world wide web":[],"7582___making available large":[]}
2005	1	{"6363___experimental results":[],"7584___methods proposed":[],"7586___knowledge representation":[],"7574___semantic web":[],"7588___widely used standards":[],"7580___world wide web":[],"7578___aware version":[],"7573___ontology building":[],"7576___usable methodologies":[],"7582___making available large":[]}
2005	1	{"2345___artificial neural network":["4763___activation function"],"6363___experimental results":[],"6366___user specified number":[],"154___mathematical optimization":["152___genetic algorithm"],"7574___semantic web":[],"7588___widely used standards":[],"7580___world wide web":[],"146___particle swarm optimization":["150___simulation","5328___swarm robotics"],"6368___synthetic mri":[],"7582___making available large":[],"2348___lyapunov fractal":["2346___recurrent neural network","2350___social inequality"],"7584___methods proposed":[],"6374___cluster groups":[],"7586___knowledge representation":[],"6372___wide applicability":[],"7578___aware version":[],"7573___ontology building":[],"7576___usable methodologies":[],"6370___satellite images":[],"6364___algorithm finds":[]}
2005	2	{"4763___activation function":[],"2346___recurrent neural network":[],"150___simulation":[],"2350___social inequality":[],"5328___swarm robotics":["6156___algorithm"],"152___genetic algorithm":[]}
2005	3	{"6156___algorithm":[]}
2005	1	{"2072___similar way":[],"6363___experimental results":[],"4763___activation function":[],"2061___bam neural networks":[],"154___mathematical optimization":[],"10217___global asymptotic stability":[],"7588___widely used standards":[],"146___particle swarm optimization":[],"8068___related topics":[],"9682___problem domain":[],"10218___linear matrix inequality":[],"5160___nonuniform lighting conditions":[],"7584___methods proposed":[],"7586___knowledge representation":[],"6372___wide applicability":[],"4768___neural network simulation":[],"6073___convex optimization":[],"7578___aware version":[],"7542___discrete-time":[],"5328___swarm robotics":[],"8371___statistics":[],"8156___gaussian approximation":[],"6042___neural networks":[],"150___simulation":[],"8152___transmitting antennas":[],"6040___periodic solutions":[],"6368___synthetic mri":[],"8154___receiving antennas":[],"145___benchmark (computing)":[],"5345___radio resources":[],"2071___human eyes sensing":[],"2074___adaptive enhancement":[],"8378___probability distribution":[],"7573___ontology building":[],"7576___usable methodologies":[],"6074___lyapunov method":[],"9686___face recognition":[],"2346___recurrent neural network":[],"781___random variables":[],"2078___visual quality":[],"782___bayesian methods":[],"2348___lyapunov fractal":[],"6374___cluster groups":[],"148___evolutionary computation":[],"9685___face images":[],"8376___state estimation":[],"2076___tone frequency components":[],"6364___algorithm finds":[],"2345___artificial neural network":[],"788___inference algorithms":[],"784___monte carlo methods":[],"6366___user specified number":[],"10659___equilibrium point":[],"786___sliding mode control":[],"5346___coordinated management":[],"7574___semantic web":[],"8375___mathematics":[],"7580___world wide web":[],"2350___social inequality":[],"2062___exponential stability":[],"8067___volume brings":[],"7582___making available large":[],"8151___mimo":[],"9681___scalability":[],"3085___cellular neural networks":[],"3086___global exponential stability":[],"2092___digital images captured":[],"6156___algorithm":[],"6370___satellite images":[],"152___genetic algorithm":[]}
2006	1	{"4139___global exponential stability":[],"6128___lyapunov–krasovskii functional":["6130___discrete and distributed delays"],"5927___global asymptotic stability":["10367___discrete delays","5802___distributed delays","11038___uncertain systems"],"5845___stochastic systems":[],"1385___linear matrix inequality":["1388___sufficient conditions","5846___time delays"]}
2006	2	{"6130___discrete and distributed delays":[],"5802___distributed delays":[],"10367___discrete delays":[],"1388___sufficient conditions":["1386___computationally efficient"],"11038___uncertain systems":[],"5846___time delays":[]}
2006	3	{"1386___computationally efficient":[]}
2006	1	{"5338___numerical analysis":["6734___computation","2552___lyapunov fractal"],"4139___global exponential stability":["4140___neural networks"],"6728___variational principle":["6727___hessian","6736___experiment"],"11038___uncertain systems":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":["6130___discrete and distributed delays","10367___discrete delays"],"6730___gradient":[],"5845___stochastic systems":["5846___time delays"],"1385___linear matrix inequality":[]}
2006	2	{"6130___discrete and distributed delays":[],"10367___discrete delays":["5802___distributed delays"],"6727___hessian":[],"4140___neural networks":["1243___periodic solution"],"6736___experiment":[],"5846___time delays":[],"6734___computation":[],"2552___lyapunov fractal":[]}
2006	3	{"5802___distributed delays":[],"1243___periodic solution":["1242___time-varying delays"]}
2006	4	{"1242___time-varying delays":["2357___cohen–grossberg neural network"]}
2006	5	{"2357___cohen–grossberg neural network":[]}
2006	1	{"6130___discrete and distributed delays":[],"11038___uncertain systems":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":["10367___discrete delays","5802___distributed delays"],"10182___delicate anatomical structures":[],"6734___computation":[],"1385___linear matrix inequality":["1386___computationally efficient","2552___lyapunov fractal"],"5338___numerical analysis":[],"10184___paper refers":[],"4139___global exponential stability":[],"6728___variational principle":[],"6727___hessian":[],"10178___tiny space":[],"6736___experiment":[],"6730___gradient":[],"10180___strongly challenging":[],"5845___stochastic systems":["5846___time delays"],"10175___arachnoid spinal space":[],"10176___biomedical application":[]}
2006	2	{"5802___distributed delays":[],"10367___discrete delays":[],"5846___time delays":[],"1386___computationally efficient":[],"2552___lyapunov fractal":[]}
2006	1	{"6130___discrete and distributed delays":[],"223___paper presents":[],"5802___distributed delays":[],"4803___lyapunov function":[],"4806___feedback control":[],"4486___ontology learning ":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":[],"133___particle swarm optimization":[],"10182___delicate anatomical structures":[],"9848___feature vector":[],"1385___linear matrix inequality":[],"4810___lower average":[],"6651___compliant information systems":[],"6728___variational principle":[],"1243___periodic solution":[],"10178___tiny space":[],"6730___gradient":[],"4827___34d40":[],"4812___upper average":[],"4804___globally asymptotic stability":[],"4828___primary 34c05":[],"1968___search engines":[],"4140___neural networks":[],"10236___optimization problem":[],"1967___ontology libraries":[],"9396___cognitive radio":[],"1388___sufficient conditions":[],"4808___permanence":[],"10176___biomedical application":[],"6656___currently different standards":[],"1242___time-varying delays":[],"11020___linear discriminant analysis":[],"11038___uncertain systems":[],"9847___finite-state machine":[],"5846___time delays":[],"6164___machine learning":[],"6734___computation":[],"2552___lyapunov fractal":[],"6652___information models":[],"2357___cohen–grossberg neural network":[],"6727___hessian":[],"6654___standard defines":[],"10180___strongly challenging":[],"9395___phy (chip)":[],"10175___arachnoid spinal space":[],"9850___mathematical induction":[],"224___frw method":[],"1241___artificial neural network":[],"10367___discrete delays":[],"4832___34c25":[],"4485___core ontology ":[],"11162___quantum":[],"5338___numerical analysis":[],"10184___paper refers":[],"4139___global exponential stability":[],"6736___experiment":[],"5845___stochastic systems":[],"134___algorithm":[],"1386___computationally efficient":[]}
2007	1	{"1125___artificial neural network":["3138___cohen–grossberg neural networks"],"1134___lyapunov functional":["1135___synchronization","1136___chaos"],"1130___neural network simulation":["1128___time-varying delays","10392___content-addressable memory","10863___rate of convergence","1149___lyapunov fractal"],"1132___social inequality":[],"1126___linear matrix inequality":["9607___lyapunov–krasovskii functional"]}
2007	2	{"1128___time-varying delays":[],"10392___content-addressable memory":[],"9607___lyapunov–krasovskii functional":[],"1135___synchronization":[],"10863___rate of convergence":[],"1136___chaos":["3269___lag synchronization"],"3138___cohen–grossberg neural networks":[],"1149___lyapunov fractal":[]}
2007	3	{"3269___lag synchronization":[]}
2007	1	{"1125___artificial neural network":[],"1128___time-varying delays":[],"10392___content-addressable memory":[],"10391___bidirectional associative memory":[],"1135___synchronization":[],"1134___lyapunov functional":[],"1130___neural network simulation":["10863___rate of convergence","1149___lyapunov fractal"],"1132___social inequality":[],"1136___chaos":["3269___lag synchronization"],"1126___linear matrix inequality":["9607___lyapunov–krasovskii functional"]}
2007	2	{"3269___lag synchronization":[],"9607___lyapunov–krasovskii functional":[],"10863___rate of convergence":[],"1149___lyapunov fractal":[]}
2007	1	{"1125___artificial neural network":[],"1128___time-varying delays":[],"128___velocity (software development)":[],"10392___content-addressable memory":[],"11136___multidimensional domains":[],"130___mathematical optimization":["5823___numerical analysis"],"10391___bidirectional associative memory":[],"1135___synchronization":[],"1134___lyapunov functional":["10405___distributed delays","10406___bidirectional associative memory neural networks"],"11133___estimating integrals":[],"5822___evolutionary algorithm":[],"11134___widely used":[],"127___particle swarm optimization":[],"11140___monte carlo":[],"1132___social inequality":[],"1126___linear matrix inequality":["9607___lyapunov–krasovskii functional"],"11138___scientific computation especially":[],"1130___neural network simulation":["10863___rate of convergence","1149___lyapunov fractal"],"1136___chaos":["3269___lag synchronization"],"3138___cohen–grossberg neural networks":[]}
2007	2	{"5823___numerical analysis":[],"10405___distributed delays":[],"3269___lag synchronization":[],"9607___lyapunov–krasovskii functional":[],"10863___rate of convergence":[],"10406___bidirectional associative memory neural networks":[],"1149___lyapunov fractal":[]}
2007	1	{"7783___experimental results":[],"1128___time-varying delays":[],"2270___fuzzy multi":[],"4736___substantially contribute":[],"10405___distributed delays":[],"128___velocity (software development)":[],"9607___lyapunov–krasovskii functional":[],"130___mathematical optimization":[],"10391___bidirectional associative memory":[],"2267___paper focuses":[],"5822___evolutionary algorithm":[],"11134___widely used":[],"127___particle swarm optimization":[],"4735___illegal trade":[],"10406___bidirectional associative memory neural networks":[],"5481___entry points":[],"1126___linear matrix inequality":[],"7755___lasalle invariance principle":[],"1149___lyapunov fractal":[],"7569___human colon":[],"11138___scientific computation especially":[],"4080___logarithmic domain computation":[],"1130___neural network simulation":[],"2268___fuzzy logic control":[],"4079___multiplier-less architecture":[],"10646___e systems":[],"1125___artificial neural network":[],"10392___content-addressable memory":[],"11136___multidimensional domains":[],"2272___mobility management":[],"3269___lag synchronization":[],"7756___mean square asymptotic stability":[],"1135___synchronization":[],"1134___lyapunov functional":[],"10863___rate of convergence":[],"11133___estimating integrals":[],"7570___endoscopic technique":[],"11140___monte carlo":[],"1132___social inequality":[],"5823___numerical analysis":[],"10648___varying delay":[],"3254___fuzzy rule":[],"5482___web forms":[],"7784___information retrieval":[],"1136___chaos":[],"3138___cohen–grossberg neural networks":[],"10645___varying delays":[],"3253___genetic algorithm":[]}
2008	1	{"1759___artificial neural network":["4926___biological neural networks"],"562___mathematical optimization":[],"564___social inequality":["3082___exponential","1782___neural networks"],"1762___linear matrix inequality":["2660___lyapunov–krasovskii functional","1771___global asymptotic stability","4907___varying delays","4915___exponential stability"],"1764___lyapunov fractal":[]}
2008	2	{"3082___exponential":[],"1782___neural networks":[],"2660___lyapunov–krasovskii functional":[],"4926___biological neural networks":[],"1771___global asymptotic stability":[],"4915___exponential stability":[],"4907___varying delays":[]}
2008	1	{"9352___instance selection":["9350___selection algorithm"],"1759___artificial neural network":["4926___biological neural networks"],"561___numerical analysis":[],"562___mathematical optimization":["6622___rate of convergence"],"564___social inequality":["1782___neural networks"],"2556___interference (communication)":["2046___cognitive radio","3150___relay","3142___ici (programming language)","3144___systems architecture"],"559___algorithm":["560___computation"],"1762___linear matrix inequality":["2660___lyapunov–krasovskii functional","4907___varying delays","4915___exponential stability"],"1770___lyapunov method":[],"1764___lyapunov fractal":["3082___exponential"]}
2008	2	{"3082___exponential":[],"1782___neural networks":[],"2660___lyapunov–krasovskii functional":[],"3150___relay":[],"6622___rate of convergence":["6621___global optimization"],"3144___systems architecture":[],"4915___exponential stability":[],"560___computation":[],"2046___cognitive radio":["2045___simulation"],"4926___biological neural networks":[],"9350___selection algorithm":["9349___image scaling","9354___subgroup discovery"],"3142___ici (programming language)":["3148___multi-user","3152___signal-to-interference-plus-noise ratio"],"4907___varying delays":[]}
2008	3	{"9349___image scaling":[],"3152___signal-to-interference-plus-noise ratio":[],"3148___multi-user":[],"2045___simulation":[],"6621___global optimization":[],"9354___subgroup discovery":[]}
2008	1	{"1759___artificial neural network":["4926___biological neural networks"],"9349___image scaling":[],"3152___signal-to-interference-plus-noise ratio":[],"3148___multi-user":[],"562___mathematical optimization":["6622___rate of convergence"],"3150___relay":[],"3146___user interface":[],"3144___systems architecture":[],"564___social inequality":[],"1762___linear matrix inequality":["4907___varying delays","4915___exponential stability"],"1764___lyapunov fractal":["3082___exponential"],"9352___instance selection":[],"561___numerical analysis":[],"9350___selection algorithm":[],"3142___ici (programming language)":[],"2555___throughput":[],"2556___interference (communication)":[],"9354___subgroup discovery":[],"559___algorithm":["560___computation"],"1770___lyapunov method":[]}
2008	2	{"3082___exponential":[],"4926___biological neural networks":[],"6622___rate of convergence":["6621___global optimization"],"4915___exponential stability":[],"4907___varying delays":[],"560___computation":[]}
2008	3	{"6621___global optimization":[]}
2008	1	{"1465___paper presents":[],"7362___s search query":[],"2660___lyapunov–krasovskii functional":[],"562___mathematical optimization":[],"7356___criteria according":[],"1771___global asymptotic stability":[],"3146___user interface":[],"6850___optical flow":[],"4912___distributed time":[],"1762___linear matrix inequality":[],"9352___instance selection":[],"5664___continuous optimization":[],"2530___multistability":[],"4926___biological neural networks":[],"7350___specified products":[],"7349___query server accesses":[],"7370___web pages located":[],"1470___task cluster":[],"3082___exponential":[],"1782___neural networks":[],"6924___wavelet transform":[],"3152___signal-to-interference-plus-noise ratio":[],"7255___domain ontology ":[],"2045___simulation":[],"6871___using eigen faces":[],"3144___systems architecture":[],"6920___dimension reduction":[],"11167___markov chain":[],"1466___advanced cross":[],"7364___product offering":[],"2046___cognitive radio":[],"7354___scored web pages":[],"9350___selection algorithm":[],"5680___enhancement technique constitutes":[],"4678___promising access network":[],"5682___color restoration":[],"6852___sparse matrix":[],"4677___access network selection":[],"7360___responsive web pages":[],"2556___interference (communication)":[],"10635___stochastic neural networks":[],"7665___concept lattice ":[],"9354___subgroup discovery":[],"1770___lyapunov method":[],"6874___face recognition":[],"5663___chaos theory":[],"9349___image scaling":[],"10636___time-varying delays":[],"5679___adaptive technique":[],"3148___multi-user":[],"3150___relay":[],"7366___scored based":[],"7368___search engine":[],"4910___matlab lmi toolbox":[],"6918___new wavelet":[],"6621___global optimization":[],"560___computation":[],"1764___lyapunov fractal":[],"10493___water distribution":[],"7358___locate pages":[],"5684___image enhancement based":[],"3142___ici (programming language)":[],"6872___face database":[],"10494___injected contaminant":[],"1759___artificial neural network":[],"6917___approximation coefficients":[],"6922___dynamic range compression":[],"2659___unbounded distributed delays":[],"6622___rate of convergence":[],"8132___femto cell":[],"564___social inequality":[],"4915___exponential stability":[],"6876___eigen faces":[],"7256___description logic ":[],"7352___crawler program":[],"8131___heterogeneous networks":[],"561___numerical analysis":[],"7670___formal context ":[],"7374___assists users":[],"6878___popular method":[],"2532___07.05.mh":[],"11168___markov decision process":[],"2529___89.75.kd":[],"2555___throughput":[],"7372___locating web pages":[],"4909___krasovskii functional":[],"4907___varying delays":[],"559___algorithm":[],"1468___lingual information access":[],"6849___pixel":[]}
2009	1	{"7896___hybrid learning algorithm":["7888___identification"],"3109___mathematical optimization":["3136___differential evolution","8228___rate of convergence","8225___global optimization"],"7890___stability analysis":[],"3131___particle swarm optimization":["7902___lyapunov fractal"],"7898___system identifier":["7886___recursion"]}
2009	2	{"7888___identification":[],"3136___differential evolution":["8236___optimization problem"],"8228___rate of convergence":[],"8225___global optimization":[],"7886___recursion":[],"7902___lyapunov fractal":[]}
2009	3	{"8236___optimization problem":["8233___test suite"]}
2009	4	{"8233___test suite":[]}
2009	1	{"7882___adaptive neuro fuzzy inference system":[],"7896___hybrid learning algorithm":[],"3109___mathematical optimization":["8236___optimization problem","8225___global optimization","3133___algorithm"],"7890___stability analysis":[],"7900___simulation":[],"3131___particle swarm optimization":[],"7898___system identifier":[],"7904___machine learning":[],"7884___gradient descent":[],"7902___lyapunov fractal":["7886___recursion"]}
2009	2	{"8236___optimization problem":["3136___differential evolution","8233___test suite"],"8225___global optimization":["3110___evolutionary algorithm"],"7886___recursion":[],"3133___algorithm":[]}
